 0.00000E+00 0.00000E+00 0.32675E+03
 0.00000E+00 0.50000E-01 0.32586E+03
 0.00000E+00 0.10000E+00 0.32496E+03
 0.00000E+00 0.15000E+00 0.32407E+03
 0.00000E+00 0.20000E+00 0.32318E+03
 0.00000E+00 0.25000E+00 0.32228E+03
 0.00000E+00 0.30000E+00 0.32139E+03
 0.00000E+00 0.35000E+00 0.32050E+03
 0.00000E+00 0.40000E+00 0.31960E+03
 0.00000E+00 0.45000E+00 0.31871E+03
 0.00000E+00 0.50000E+00 0.31782E+03
 0.00000E+00 0.55000E+00 0.31692E+03
 0.00000E+00 0.60000E+00 0.31603E+03
 0.00000E+00 0.65000E+00 0.31514E+03
 0.00000E+00 0.70000E+00 0.31424E+03
 0.00000E+00 0.75000E+00 0.31335E+03
 0.00000E+00 0.80000E+00 0.31246E+03
 0.00000E+00 0.85000E+00 0.31156E+03
 0.00000E+00 0.90000E+00 0.31067E+03
 0.00000E+00 0.95000E+00 0.30978E+03
 0.00000E+00 0.10000E+01 0.30888E+03
 0.50000E-01 0.00000E+00 0.32673E+03
 0.50000E-01 0.50000E-01 0.32583E+03
 0.50000E-01 0.10000E+00 0.32494E+03
 0.50000E-01 0.15000E+00 0.32405E+03
 0.50000E-01 0.20000E+00 0.32315E+03
 0.50000E-01 0.25000E+00 0.32226E+03
 0.50000E-01 0.30000E+00 0.32137E+03
 0.50000E-01 0.35000E+00 0.32047E+03
 0.50000E-01 0.40000E+00 0.31958E+03
 0.50000E-01 0.45000E+00 0.31869E+03
 0.50000E-01 0.50000E+00 0.31779E+03
 0.50000E-01 0.55000E+00 0.31690E+03
 0.50000E-01 0.60000E+00 0.31601E+03
 0.50000E-01 0.65000E+00 0.31511E+03
 0.50000E-01 0.70000E+00 0.31422E+03
 0.50000E-01 0.75000E+00 0.31333E+03
 0.50000E-01 0.80000E+00 0.31243E+03
 0.50000E-01 0.85000E+00 0.31154E+03
 0.50000E-01 0.90000E+00 0.31065E+03
 0.50000E-01 0.95000E+00 0.30975E+03
 0.50000E-01 0.10000E+01 0.30886E+03
 0.10000E+00 0.00000E+00 0.32665E+03
 0.10000E+00 0.50000E-01 0.32576E+03
 0.10000E+00 0.10000E+00 0.32487E+03
 0.10000E+00 0.15000E+00 0.32397E+03
 0.10000E+00 0.20000E+00 0.32308E+03
 0.10000E+00 0.25000E+00 0.32219E+03
 0.10000E+00 0.30000E+00 0.32129E+03
 0.10000E+00 0.35000E+00 0.32040E+03
 0.10000E+00 0.40000E+00 0.31951E+03
 0.10000E+00 0.45000E+00 0.31861E+03
 0.10000E+00 0.50000E+00 0.31772E+03
 0.10000E+00 0.55000E+00 0.31683E+03
 0.10000E+00 0.60000E+00 0.31593E+03
 0.10000E+00 0.65000E+00 0.31504E+03
