 0.10000E+01 0.00000E+00 0.30147E+03
 0.10000E+01 0.50000E-01 0.30115E+03
 0.10000E+01 0.10000E+00 0.30084E+03
 0.10000E+01 0.15000E+00 0.30053E+03
 0.10000E+01 0.20000E+00 0.30021E+03
 0.10000E+01 0.25000E+00 0.29990E+03
 0.10000E+01 0.30000E+00 0.29958E+03
 0.10000E+01 0.35000E+00 0.29927E+03
 0.10000E+01 0.40000E+00 0.29895E+03
 0.10000E+01 0.45000E+00 0.29864E+03
 0.10000E+01 0.50000E+00 0.29833E+03
 0.10000E+01 0.55000E+00 0.29801E+03
 0.10000E+01 0.60000E+00 0.29770E+03
 0.10000E+01 0.65000E+00 0.29738E+03
 0.10000E+01 0.70000E+00 0.29707E+03
 0.10000E+01 0.75000E+00 0.29675E+03
 0.10000E+01 0.80000E+00 0.29644E+03
 0.10000E+01 0.85000E+00 0.29613E+03
 0.10000E+01 0.90000E+00 0.29581E+03
 0.10000E+01 0.95000E+00 0.29550E+03
 0.10000E+01 0.10000E+01 0.29518E+03
 0.10190E+01 0.00000E+00 0.30127E+03
 0.10190E+01 0.50000E-01 0.30096E+03
 0.10190E+01 0.10000E+00 0.30064E+03
 0.10190E+01 0.15000E+00 0.30033E+03
 0.10190E+01 0.20000E+00 0.30002E+03
 0.10190E+01 0.25000E+00 0.29970E+03
 0.10190E+01 0.30000E+00 0.29939E+03
 0.10190E+01 0.35000E+00 0.29907E+03
 0.10190E+01 0.40000E+00 0.29876E+03
 0.10190E+01 0.45000E+00 0.29844E+03
 0.10190E+01 0.50000E+00 0.29813E+03
 0.10190E+01 0.55000E+00 0.29782E+03
 0.10190E+01 0.60000E+00 0.29750E+03
 0.10190E+01 0.65000E+00 0.29719E+03
 0.10190E+01 0.70000E+00 0.29687E+03
 0.10190E+01 0.75000E+00 0.29656E+03
 0.10190E+01 0.80000E+00 0.29624E+03
 0.10190E+01 0.85000E+00 0.29593E+03
 0.10190E+01 0.90000E+00 0.29562E+03
 0.10190E+01 0.95000E+00 0.29530E+03
 0.10190E+01 0.10000E+01 0.29499E+03
 0.10381E+01 0.00000E+00 0.30108E+03
 0.10381E+01 0.50000E-01 0.30077E+03
 0.10381E+01 0.10000E+00 0.30045E+03
 0.10381E+01 0.15000E+00 0.30014E+03
 0.10381E+01 0.20000E+00 0.29983E+03
 0.10381E+01 0.25000E+00 0.29951E+03
 0.10381E+01 0.30000E+00 0.29920E+03
 0.10381E+01 0.35000E+00 0.29888E+03
 0.10381E+01 0.40000E+00 0.29857E+03
 0.10381E+01 0.45000E+00 0.29825E+03
 0.10381E+01 0.50000E+00 0.29794E+03
 0.10381E+01 0.55000E+00 0.29763E+03
 0.10381E+01 0.60000E+00 0.29731E+03
 0.10381E+01 0.65000E+00 0.29700E+03
 0.10381E+01 0.70000E+00 0.29668E+03
 0.10381E+01 0.75000E+00 0.29637E+03
 0.10381E+01 0.80000E+00 0.29605E+03
 0.10381E+01 0.85000E+00 0.29574E+03
 0.10381E+01 0.90000E+00 0.29543E+03
 0.10381E+01 0.95000E+00 0.29511E+03
 0.10381E+01 0.10000E+01 0.29480E+03
 0.10571E+01 0.00000E+00 0.30090E+03
 0.10571E+01 0.50000E-01 0.30058E+03
 0.10571E+01 0.10000E+00 0.30027E+03
 0.10571E+01 0.15000E+00 0.29995E+03
 0.10571E+01 0.20000E+00 0.29964E+03
 0.10571E+01 0.25000E+00 0.29933E+03
 0.10571E+01 0.30000E+00 0.29901E+03
 0.10571E+01 0.35000E+00 0.29870E+03
 0.10571E+01 0.40000E+00 0.29838E+03
 0.10571E+01 0.45000E+00 0.29807E+03
 0.10571E+01 0.50000E+00 0.29775E+03
 0.10571E+01 0.55000E+00 0.29744E+03
 0.10571E+01 0.60000E+00 0.29713E+03
 0.10571E+01 0.65000E+00 0.29681E+03
 0.10571E+01 0.70000E+00 0.29650E+03
 0.10571E+01 0.75000E+00 0.29618E+03
 0.10571E+01 0.80000E+00 0.29587E+03
 0.10571E+01 0.85000E+00 0.29555E+03
 0.10571E+01 0.90000E+00 0.29524E+03
 0.10571E+01 0.95000E+00 0.29493E+03
 0.10571E+01 0.10000E+01 0.29461E+03
 0.10761E+01 0.00000E+00 0.30072E+03
 0.10761E+01 0.50000E-01 0.30041E+03
 0.10761E+01 0.10000E+00 0.30009E+03
 0.10761E+01 0.15000E+00 0.29978E+03
 0.10761E+01 0.20000E+00 0.29946E+03
 0.10761E+01 0.25000E+00 0.29915E+03
 0.10761E+01 0.30000E+00 0.29883E+03
 0.10761E+01 0.35000E+00 0.29852E+03
 0.10761E+01 0.40000E+00 0.29821E+03
 0.10761E+01 0.45000E+00 0.29789E+03
 0.10761E+01 0.50000E+00 0.29758E+03
 0.10761E+01 0.55000E+00 0.29726E+03
 0.10761E+01 0.60000E+00 0.29695E+03
 0.10761E+01 0.65000E+00 0.29663E+03
 0.10761E+01 0.70000E+00 0.29632E+03
 0.10761E+01 0.75000E+00 0.29601E+03
 0.10761E+01 0.80000E+00 0.29569E+03
 0.10761E+01 0.85000E+00 0.29538E+03
 0.10761E+01 0.90000E+00 0.29506E+03
 0.10761E+01 0.95000E+00 0.29475E+03
 0.10761E+01 0.10000E+01 0.29443E+03
 0.10952E+01 0.00000E+00 0.30055E+03
 0.10952E+01 0.50000E-01 0.30023E+03
 0.10952E+01 0.10000E+00 0.29992E+03
 0.10952E+01 0.15000E+00 0.29961E+03
 0.10952E+01 0.20000E+00 0.29929E+03
 0.10952E+01 0.25000E+00 0.29898E+03
 0.10952E+01 0.30000E+00 0.29866E+03
 0.10952E+01 0.35000E+00 0.29835E+03
 0.10952E+01 0.40000E+00 0.29803E+03
 0.10952E+01 0.45000E+00 0.29772E+03
 0.10952E+01 0.50000E+00 0.29741E+03
 0.10952E+01 0.55000E+00 0.29709E+03
 0.10952E+01 0.60000E+00 0.29678E+03
 0.10952E+01 0.65000E+00 0.29646E+03
 0.10952E+01 0.70000E+00 0.29615E+03
 0.10952E+01 0.75000E+00 0.29583E+03
 0.10952E+01 0.80000E+00 0.29552E+03
 0.10952E+01 0.85000E+00 0.29521E+03
 0.10952E+01 0.90000E+00 0.29489E+03
 0.10952E+01 0.95000E+00 0.29458E+03
 0.10952E+01 0.10000E+01 0.29426E+03
 0.11142E+01 0.00000E+00 0.30039E+03
 0.11142E+01 0.50000E-01 0.30007E+03
 0.11142E+01 0.10000E+00 0.29976E+03
 0.11142E+01 0.15000E+00 0.29944E+03
 0.11142E+01 0.20000E+00 0.29913E+03
 0.11142E+01 0.25000E+00 0.29882E+03
 0.11142E+01 0.30000E+00 0.29850E+03
 0.11142E+01 0.35000E+00 0.29819E+03
 0.11142E+01 0.40000E+00 0.29787E+03
 0.11142E+01 0.45000E+00 0.29756E+03
 0.11142E+01 0.50000E+00 0.29724E+03
 0.11142E+01 0.55000E+00 0.29693E+03
 0.11142E+01 0.60000E+00 0.29662E+03
 0.11142E+01 0.65000E+00 0.29630E+03
 0.11142E+01 0.70000E+00 0.29599E+03
 0.11142E+01 0.75000E+00 0.29567E+03
 0.11142E+01 0.80000E+00 0.29536E+03
 0.11142E+01 0.85000E+00 0.29504E+03
 0.11142E+01 0.90000E+00 0.29473E+03
 0.11142E+01 0.95000E+00 0.29442E+03
 0.11142E+01 0.10000E+01 0.29410E+03
 0.11332E+01 0.00000E+00 0.30023E+03
 0.11332E+01 0.50000E-01 0.29992E+03
 0.11332E+01 0.10000E+00 0.29960E+03
 0.11332E+01 0.15000E+00 0.29929E+03
 0.11332E+01 0.20000E+00 0.29898E+03
 0.11332E+01 0.25000E+00 0.29866E+03
 0.11332E+01 0.30000E+00 0.29835E+03
 0.11332E+01 0.35000E+00 0.29803E+03
 0.11332E+01 0.40000E+00 0.29772E+03
 0.11332E+01 0.45000E+00 0.29740E+03
 0.11332E+01 0.50000E+00 0.29709E+03
 0.11332E+01 0.55000E+00 0.29678E+03
 0.11332E+01 0.60000E+00 0.29646E+03
 0.11332E+01 0.65000E+00 0.29615E+03
 0.11332E+01 0.70000E+00 0.29583E+03
 0.11332E+01 0.75000E+00 0.29552E+03
 0.11332E+01 0.80000E+00 0.29520E+03
 0.11332E+01 0.85000E+00 0.29489E+03
 0.11332E+01 0.90000E+00 0.29458E+03
 0.11332E+01 0.95000E+00 0.29426E+03
 0.11332E+01 0.10000E+01 0.29395E+03
 0.11523E+01 0.00000E+00 0.30009E+03
 0.11523E+01 0.50000E-01 0.29978E+03
 0.11523E+01 0.10000E+00 0.29946E+03
 0.11523E+01 0.15000E+00 0.29915E+03
 0.11523E+01 0.20000E+00 0.29883E+03
 0.11523E+01 0.25000E+00 0.29852E+03
 0.11523E+01 0.30000E+00 0.29820E+03
 0.11523E+01 0.35000E+00 0.29789E+03
 0.11523E+01 0.40000E+00 0.29758E+03
 0.11523E+01 0.45000E+00 0.29726E+03
 0.11523E+01 0.50000E+00 0.29695E+03
 0.11523E+01 0.55000E+00 0.29663E+03
 0.11523E+01 0.60000E+00 0.29632E+03
 0.11523E+01 0.65000E+00 0.29600E+03
 0.11523E+01 0.70000E+00 0.29569E+03
 0.11523E+01 0.75000E+00 0.29538E+03
 0.11523E+01 0.80000E+00 0.29506E+03
 0.11523E+01 0.85000E+00 0.29475E+03
 0.11523E+01 0.90000E+00 0.29443E+03
 0.11523E+01 0.95000E+00 0.29412E+03
 0.11523E+01 0.10000E+01 0.29380E+03
 0.11713E+01 0.00000E+00 0.29996E+03
 0.11713E+01 0.50000E-01 0.29964E+03
 0.11713E+01 0.10000E+00 0.29933E+03
 0.11713E+01 0.15000E+00 0.29901E+03
 0.11713E+01 0.20000E+00 0.29870E+03
 0.11713E+01 0.25000E+00 0.29838E+03
 0.11713E+01 0.30000E+00 0.29807E+03
 0.11713E+01 0.35000E+00 0.29776E+03
 0.11713E+01 0.40000E+00 0.29744E+03
 0.11713E+01 0.45000E+00 0.29713E+03
 0.11713E+01 0.50000E+00 0.29681E+03
 0.11713E+01 0.55000E+00 0.29650E+03
 0.11713E+01 0.60000E+00 0.29618E+03
 0.11713E+01 0.65000E+00 0.29587E+03
 0.11713E+01 0.70000E+00 0.29556E+03
 0.11713E+01 0.75000E+00 0.29524E+03
 0.11713E+01 0.80000E+00 0.29493E+03
 0.11713E+01 0.85000E+00 0.29461E+03
 0.11713E+01 0.90000E+00 0.29430E+03
 0.11713E+01 0.95000E+00 0.29398E+03
 0.11713E+01 0.10000E+01 0.29367E+03
 0.11903E+01 0.00000E+00 0.29983E+03
 0.11903E+01 0.50000E-01 0.29952E+03
 0.11903E+01 0.10000E+00 0.29920E+03
 0.11903E+01 0.15000E+00 0.29889E+03
 0.11903E+01 0.20000E+00 0.29858E+03
 0.11903E+01 0.25000E+00 0.29826E+03
 0.11903E+01 0.30000E+00 0.29795E+03
 0.11903E+01 0.35000E+00 0.29763E+03
 0.11903E+01 0.40000E+00 0.29732E+03
 0.11903E+01 0.45000E+00 0.29700E+03
 0.11903E+01 0.50000E+00 0.29669E+03
 0.11903E+01 0.55000E+00 0.29638E+03
